Date,Open,High,Low,Close,Volume
1996-01-01 00:00:00+05:30,1.417709123098081,1.4113490916959164,1.4101377725601196,1.4101377725601196,38730
1996-01-02 00:00:00+05:30,1.4083203471836596,1.4083203471836596,1.3631936311721802,1.3631936311721802,77460
1996-01-03 00:00:00+05:30,1.3631937148535465,1.3689484596252441,1.3689484596252441,1.3689484596252441,12910
1996-01-04 00:00:00+05:30,1.365919722612917,1.375005734429386,1.3628909587860107,1.3628909587860107,64550
1996-01-05 00:00:00+05:30,1.3595597743988037,1.3595597743988037,1.3595597743988037,1.3595597743988037,12910
1996-01-08 00:00:00+05:30,1.3507759221739246,1.3568332617965946,1.3023178577423096,1.3023178577423096,167830
1996-01-09 00:00:00+05:30,1.2720315833500544,1.2899002670695072,1.2644603252410889,1.2644603252410889,309840
1996-01-10 00:00:00+05:30,1.2644599677882582,1.3326040681480529,1.2599165430129724,1.332301378250122,490580
1996-01-11 00:00:00+05:30,1.308375358581543,1.308375358581543,1.308375358581543,1.308375358581543,38730
1996-01-12 00:00:00+05:30,1.302318195205723,1.3323015586782834,1.302318195205723,1.3265469074249268,77460
1996-01-15 00:00:00+05:30,1.3083756150059298,1.3083756150059298,1.302923560142517,1.302923560142517,116190
1996-01-16 00:00:00+05:30,1.3083758249288953,1.3326045424911612,1.2841464548165709,1.320489764213562,1665392
1996-01-17 00:00:00+05:30,1.3204891308391822,1.317460461027847,1.2114583227306122,1.3023178577423096,387300
1996-01-18 00:00:00+05:30,1.302318094405776,1.302318094405776,1.2780887315120202,1.2932320833206177,129100
1996-01-19 00:00:00+05:30,1.2780885899260097,1.2886885155214323,1.2659738165997911,1.2668825387954712,219470
1996-01-22 00:00:00+05:30,1.266882807481079,1.2720314264297485,1.2417447197443725,1.2720314264297485,116190
1996-01-23 00:00:00+05:30,1.2720316255034367,1.2720316255034367,1.2175161974879938,1.2659742832183838,167830
1996-01-24 00:00:00+05:30,1.2659739157979493,1.2629452455344263,1.2362932455239233,1.2496192455291748,296930
1996-01-25 00:00:00+05:30,1.249619200955673,1.2599165303300992,1.2296305745464078,1.2544652223587036,232380
1996-01-26 00:00:00+05:30,1.2544652223587036,1.2544652223587036,1.2544652223587036,1.2544652223587036,0
1996-01-29 00:00:00+05:30,1.2544656311853697,1.2659742832183838,1.2302362620451586,1.2659742832183838,51640
1996-01-30 00:00:00+05:30,1.265973875997794,1.2841459902290366,1.258402620073342,1.28111732006073,1665392
1996-01-31 00:00:00+05:30,1.2811174319333714,1.2780887615005883,1.2432592845771122,1.2738487720489502,77460
1996-02-01 00:00:00+05:30,1.2738487808149752,1.2962607930175403,1.2902034521102905,1.2902034521102905,25820
1996-02-02 00:00:00+05:30,1.2902033278204263,1.3613760977994596,1.332604057536678,1.3444161415100098,142010
1996-02-05 00:00:00+05:30,1.3444162807620235,1.3916630367852263,1.3795482616615493,1.3901482820510864,116190
1996-02-06 00:00:00+05:30,1.3901482061136126,1.4098349826257501,1.3813655376434326,1.3813655376434326,154920
1996-02-07 00:00:00+05:30,1.3628908619092217,1.3931769132614136,1.3447188395679845,1.3931769132614136,142010
1996-02-08 00:00:00+05:30,1.3931769479113278,1.4537504504433945,1.3901482774457952,1.447693109512329,348570
1996-02-09 00:00:00+05:30,1.484036587445341,1.5415806770324707,1.4658644703911696,1.5415806770324707,374390
1996-02-12 00:00:00+05:30,1.5140207630299194,1.538552819151536,1.4840366520582968,1.5125060081481934,271110
1996-02-13 00:00:00+05:30,1.5125059510576917,1.54400406995075,1.4840365960423891,1.5385527610778809,503490
1996-02-14 00:00:00+05:30,1.526437984192011,1.6051828570656255,1.526437984192011,1.59549081325531,490580
1996-02-15 00:00:00+05:30,1.574895738778909,1.6354685801000985,1.574895738778909,1.6027592420578003,361480
1996-02-16 00:00:00+05:30,1.6027591290574426,1.6839273683395493,1.6057877056549972,1.6666638851165771,1420102
1996-02-19 00:00:00+05:30,1.6436466668338598,1.6718133381942017,1.6354692822020596,1.6660587787628174,890791
1996-02-20 00:00:00+05:30,1.6660581305442077,1.726025594512342,1.6657553474280398,1.6945273876190186,787511
1996-02-21 00:00:00+05:30,1.6945273876190186,1.6945273876190186,1.6945273876190186,1.6945273876190186,0
1996-02-22 00:00:00+05:30,1.6945277652021766,1.702099209221537,1.6718130602584018,1.6963452100753784,568040
1996-02-23 00:00:00+05:30,1.6960417032241821,1.7081563853669932,1.6960417032241821,1.6960417032241821,3072584
1996-02-26 00:00:00+05:30,1.6960416613365663,1.7081563431801774,1.6963450038118586,1.6969501972198486,361480
1996-02-27 00:00:00+05:30,1.696950239129903,1.6990702805384705,1.6960417032241821,1.6960417032241821,1213541
1996-02-28 00:00:00+05:30,1.696041757024152,1.7020990982877018,1.6930137389422992,1.6990703344345093,542220
1996-02-29 00:00:00+05:30,1.6990704451709457,1.702099209221537,1.6960418675632016,1.6963452100753784,1097351
1996-03-01 00:00:00+05:30,1.696345230009311,1.7020992292230854,1.696345230009311,1.6981626749038696,942431
1996-03-04 00:00:00+05:30,1.6981626393661613,1.7248146441097212,1.6957390688193859,1.7063398361206055,1665392
1996-03-05 00:00:00+05:30,1.7063398361206055,1.7063398361206055,1.7063398361206055,1.7063398361206055,0
1996-03-06 00:00:00+05:30,1.7063401354538734,1.6963454920896026,1.6660587787628174,1.6660587787628174,180740
1996-03-07 00:00:00+05:30,1.6660586632054055,1.64758385325677,1.617297887802124,1.617297887802124,38730
1996-03-08 00:00:00+05:30,1.5509699137542636,1.6172974095164379,1.5509699137542636,1.5951879024505615,619680
1996-03-11 00:00:00+05:30,1.6354688924043879,1.6354688924043879,1.588524824211557,1.6203254461288452,154920
1996-03-12 00:00:00+05:30,1.6203252729453919,1.6051827605024782,1.5870107387797876,1.5933706760406494,129100
1996-03-13 00:00:00+05:30,1.593370938997183,1.6172977085561449,1.599428280571066,1.6094229221343994,77460
1996-03-14 00:00:00+05:30,1.6094229441765253,1.6354690099052598,1.6066969633102417,1.6066969633102417,129100
1996-03-15 00:00:00+05:30,1.606696563245921,1.6051826477050781,1.5873132239247172,1.6051826477050781,64550
1996-03-18 00:00:00+05:30,1.6051828043431051,1.5991254636034373,1.5930681228637695,1.5930681228637695,180740
1996-03-19 00:00:00+05:30,1.5930679730517217,1.6097253322444178,1.5748957660988132,1.5903418064117432,271110
1996-03-20 00:00:00+05:30,1.5903418064117432,1.5903418064117432,1.5903418064117432,1.5903418064117432,0
1996-03-21 00:00:00+05:30,1.590342069737422,1.5812561511993408,1.574896026866967,1.5812561511993408,129100
1996-03-22 00:00:00+05:30,1.5812559973373284,1.5930680818174225,1.5870107412338257,1.5870107412338257,142010
1996-03-25 00:00:00+05:30,1.587010767521341,1.5809532403945923,1.568838559026729,1.5809532403945923,64550
1996-03-26 00:00:00+05:30,1.5809532953672207,1.5991255044937134,1.5688386135781078,1.5991255044937134,64550
1996-03-27 00:00:00+05:30,1.6051828425984294,1.611240183482458,1.6051828425984294,1.605485439300537,90370
1996-03-28 00:00:00+05:30,1.6054854002199448,1.6169941425323489,1.6054854002199448,1.6169941425323486,90370
1996-03-29 00:00:00+05:30,1.6169947336294026,1.6233546733856201,1.608211968558573,1.6233546733856201,77460
1996-04-01 00:00:00+05:30,1.6233546733856201,1.6233546733856201,1.6233546733856201,1.6233546733856201,64550
1996-04-02 00:00:00+05:30,1.6054856342316166,1.6657557079162322,1.6054856342316166,1.6415263414382935,374390
1996-04-03 00:00:00+05:30,1.6415263529808237,1.6475836946429012,1.6233543279945917,1.6430410146713257,77460
1996-04-04 00:00:00+05:30,1.635468602180481,1.641525942327219,1.6233539218870043,1.635468602180481,167830
1996-04-05 00:00:00+05:30,1.635468602180481,1.635468602180481,1.635468602180481,1.635468602180481,0
1996-04-08 00:00:00+05:30,1.6054852555753283,1.6400120387303398,1.6054852555753283,1.6369832754135132,555130
1996-04-09 00:00:00+05:30,1.6369832634920665,1.6475832824739574,1.61123998736473,1.635468602180481,413120
1996-04-10 00:00:00+05:30,1.6354688086647935,1.6233541268417913,1.6127541065216064,1.6127541065216064,129100
1996-04-11 00:00:00+05:30,1.6127540192177807,1.605182762984616,1.574895873623818,1.5870107412338257,90370
1996-04-12 00:00:00+05:30,1.562781298878731,1.5733820651182469,1.5506666168865533,1.5685360431671143,245290
1996-04-15 00:00:00+05:30,1.5567239795012289,1.5688386616616463,1.5567239795012289,1.5658100843429565,51640
1996-04-16 00:00:00+05:30,1.56580995596983,1.5870107412338257,1.5627811924566244,1.5870107412338257,193650
1996-04-17 00:00:00+05:30,1.5767132049396098,1.6051826477050781,1.5767132049396098,1.6051826477050781,90370
1996-04-18 00:00:00+05:30,1.6051831917149277,1.6839280810053114,1.6051831917149277,1.6657558679580688,258200
